tpid,tp_name,genename1,genename2,fd_name,md_name,specific_cancer
TP00792,CXCR1;PDCD1,CXCR1,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP00792,CXCR1;PDCD1,CXCR1,PDCD1,Prostate Cancer,Prostate Cancer,Prostate Cancer
TP00793,CXCR2;KRAS,CXCR2,KRAS,Lung Cancer,Lung Cancer,Lung Cancer
TP00794,CXCR2;PDCD1,CXCR2,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP00794,CXCR2;PDCD1,CXCR2,PDCD1,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00794,CXCR2;PDCD1,CXCR2,PDCD1,Prostate Cancer,Prostate Cancer,Prostate Cancer
TP00795,CXCR4;FLT1,CXCR4,FLT1,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP00796,CXCR4;FLT4,CXCR4,FLT4,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP00797,CXCR4;KDR,CXCR4,KDR,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP00798,CXCR4;PDCD1,CXCR4,PDCD1,Breast Cancer,Breast Cancer,Breast Cancer
TP00799,CXCR4;PDGFRB,CXCR4,PDGFRB,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP00800,CYP17A1;EGFR,CYP17A1,EGFR,Prostate Cancer,Prostate Cancer,Prostate Cancer
TP00801,CYP17A1;ENG,CYP17A1,ENG,Prostate Cancer,Prostate Cancer,Prostate Cancer
TP00802,CYP17A1;IL23A,CYP17A1,IL23A,Prostate Cancer,Prostate Cancer,Prostate Cancer
TP00803,CYP17A1;PARP1,CYP17A1,PARP1,Prostate Cancer,Prostate Cancer,Prostate Cancer
TP00804,CYP17A1;PARP2,CYP17A1,PARP2,Prostate Cancer,Prostate Cancer,Prostate Cancer
TP00805,CYP17A1;PGR,CYP17A1,PGR,Prostate Cancer,Prostate Cancer,Prostate Cancer
TP00806,CYP17A1;PIK3CB,CYP17A1,PIK3CB,Lung Cancer,Lung Cancer,Lung Cancer
TP00807,CYP19A1;EGFR,CYP19A1,EGFR,Breast Cancer,Breast Cancer,Breast Cancer
TP00808,CYP19A1;ERBB2,CYP19A1,ERBB2,Breast Cancer,Breast Cancer,Breast Cancer
TP00809,CYP19A1;ERBB3,CYP19A1,ERBB3,Breast Cancer,Breast Cancer,Breast Cancer
TP00810,CYP19A1;ESR1,CYP19A1,ESR1,Breast Cancer,Breast Cancer,Breast Cancer
TP00811,CYP19A1;ESR2,CYP19A1,ESR2,Breast Cancer,Breast Cancer,Breast Cancer
TP00812,CYP19A1;FLT1,CYP19A1,FLT1,Breast Cancer,Breast Cancer,Breast Cancer
TP00813,CYP19A1;FLT4,CYP19A1,FLT4,Breast Cancer,Breast Cancer,Breast Cancer
TP00814,CYP19A1;GNRHR,CYP19A1,GNRHR,Breast Cancer,Breast Cancer,Breast Cancer
TP00815,CYP19A1;HDAC1,CYP19A1,HDAC1,Breast Cancer,Breast Cancer,Breast Cancer
TP00816,CYP19A1;HDAC10,CYP19A1,HDAC10,Breast Cancer,Breast Cancer,Breast Cancer
TP00817,CYP19A1;HDAC2,CYP19A1,HDAC2,Breast Cancer,Breast Cancer,Breast Cancer
TP00818,CYP19A1;HDAC3,CYP19A1,HDAC3,Breast Cancer,Breast Cancer,Breast Cancer
TP00819,CYP19A1;HDAC8,CYP19A1,HDAC8,Breast Cancer,Breast Cancer,Breast Cancer
TP00820,CYP19A1;HSP90AA1,CYP19A1,HSP90AA1,Breast Cancer,Breast Cancer,Breast Cancer
TP00821,CYP19A1;HSP90AB1,CYP19A1,HSP90AB1,Breast Cancer,Breast Cancer,Breast Cancer
TP00822,CYP19A1;IGF1R,CYP19A1,IGF1R,Breast Cancer,Breast Cancer,Breast Cancer
TP00823,CYP19A1;JAK1,CYP19A1,JAK1,Breast Cancer,Breast Cancer,Breast Cancer
TP00824,CYP19A1;JAK2,CYP19A1,JAK2,Breast Cancer,Breast Cancer,Breast Cancer
TP00825,CYP19A1;KDR,CYP19A1,KDR,Breast Cancer,Breast Cancer,Breast Cancer
TP00826,CYP19A1;MTOR,CYP19A1,MTOR,Breast Cancer,Breast Cancer,Breast Cancer
TP00826,CYP19A1;MTOR,CYP19A1,MTOR,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP00827,CYP19A1;MUC1,CYP19A1,MUC1,Breast Cancer,Breast Cancer,Breast Cancer
TP00828,CYP19A1;PIK3CA,CYP19A1,PIK3CA,Breast Cancer,Breast Cancer,Breast Cancer
TP00829,CYP19A1;PIK3CB,CYP19A1,PIK3CB,Breast Cancer,Breast Cancer,Breast Cancer
TP00830,CYP19A1;PIK3CD,CYP19A1,PIK3CD,Breast Cancer,Breast Cancer,Breast Cancer
TP00831,CYP19A1;PIK3CG,CYP19A1,PIK3CG,Breast Cancer,Breast Cancer,Breast Cancer
TP00832,CYP19A1;RARA,CYP19A1,RARA,Breast Cancer,Breast Cancer,Breast Cancer
TP00833,CYP19A1;RARB,CYP19A1,RARB,Breast Cancer,Breast Cancer,Breast Cancer
TP00834,CYP19A1;RARG,CYP19A1,RARG,Breast Cancer,Breast Cancer,Breast Cancer
TP00835,CYP19A1;TGFB1,CYP19A1,TGFB1,Breast Cancer,Breast Cancer,Breast Cancer
TP00836,CYP19A1;VEGFA,CYP19A1,VEGFA,Breast Cancer,Breast Cancer,Breast Cancer
TP00838,DKK1;PDCD1,DKK1,PDCD1,Esophageal Cancer,Esophageal Cancer,Esophageal Cancer
TP00838,DKK1;PDCD1,DKK1,PDCD1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP00839,DLL3;PDCD1,DLL3,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP00840,DLL4;VEGFA,DLL4,VEGFA,Breast Cancer,Breast Cancer,Breast Cancer
TP00840,DLL4;VEGFA,DLL4,VEGFA,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00840,DLL4;VEGFA,DLL4,VEGFA,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP00842,EGFL7;ERBB2,EGFL7,ERBB2,Breast Cancer,Breast Cancer,Breast Cancer
TP00843,EGFR;ENG,EGFR,ENG,Lung Cancer,Lung Cancer,Lung Cancer
TP00844,EGFR;ERBB2,EGFR,ERBB2,Breast Cancer,Breast Cancer,Breast Cancer
TP00844,EGFR;ERBB2,EGFR,ERBB2,Lung Cancer,Lung Cancer,Lung Cancer
TP00844,EGFR;ERBB2,EGFR,ERBB2,Pancreatic Cancer,Pancreatic Cancer,Pancreatic Cancer
TP00844,EGFR;ERBB2,EGFR,ERBB2,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00845,EGFR;ERBB3,EGFR,ERBB3,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00845,EGFR;ERBB3,EGFR,ERBB3,Lung Cancer,Lung Cancer,Lung Cancer
TP00845,EGFR;ERBB3,EGFR,ERBB3,Breast Cancer,Breast Cancer,Breast Cancer
TP00845,EGFR;ERBB3,EGFR,ERBB3,Esophageal Cancer,Esophageal Cancer,Esophageal Cancer
TP00846,EGFR;ESR1,EGFR,ESR1,Lung Cancer,Lung Cancer,Lung Cancer
TP00846,EGFR;ESR1,EGFR,ESR1,Breast Cancer,Breast Cancer,Breast Cancer
TP00847,EGFR;ESR2,EGFR,ESR2,Lung Cancer,Lung Cancer,Lung Cancer
TP00847,EGFR;ESR2,EGFR,ESR2,Breast Cancer,Breast Cancer,Breast Cancer
TP00849,EGFR;FCGR3A,EGFR,FCGR3A,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00849,EGFR;FCGR3A,EGFR,FCGR3A,Lung Cancer,Lung Cancer,Lung Cancer
TP00850,EGFR;FLT1,EGFR,FLT1,Lung Cancer,Lung Cancer,Lung Cancer
TP00851,EGFR;FLT3,EGFR,FLT3,Lung Cancer,Lung Cancer,Lung Cancer
TP00852,EGFR;FLT4,EGFR,FLT4,Lung Cancer,Lung Cancer,Lung Cancer
TP00853,EGFR;FNTB,EGFR,FNTB,Lung Cancer,Lung Cancer,Lung Cancer
TP00854,EGFR;GLS2,EGFR,GLS2,Lung Cancer,Lung Cancer,Lung Cancer
TP00855,EGFR;GPRC5D,EGFR,GPRC5D,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00855,EGFR;GPRC5D,EGFR,GPRC5D,Lung Cancer,Lung Cancer,Lung Cancer
TP00856,EGFR;GSAP,EGFR,GSAP,Lung Cancer,Lung Cancer,Lung Cancer
TP00857,EGFR;HDAC1,EGFR,HDAC1,Breast Cancer,Breast Cancer,Breast Cancer
TP00857,EGFR;HDAC1,EGFR,HDAC1,Lung Cancer,Lung Cancer,Lung Cancer
TP00858,EGFR;HDAC10,EGFR,HDAC10,Breast Cancer,Breast Cancer,Breast Cancer
TP00858,EGFR;HDAC10,EGFR,HDAC10,Lung Cancer,Lung Cancer,Lung Cancer
TP00859,EGFR;HDAC11,EGFR,HDAC11,Lung Cancer,Lung Cancer,Lung Cancer
TP00860,EGFR;HDAC2,EGFR,HDAC2,Breast Cancer,Breast Cancer,Breast Cancer
TP00860,EGFR;HDAC2,EGFR,HDAC2,Lung Cancer,Lung Cancer,Lung Cancer
TP00861,EGFR;HDAC3,EGFR,HDAC3,Breast Cancer,Breast Cancer,Breast Cancer
TP00861,EGFR;HDAC3,EGFR,HDAC3,Lung Cancer,Lung Cancer,Lung Cancer
TP00862,EGFR;HDAC4,EGFR,HDAC4,Breast Cancer,Breast Cancer,Breast Cancer
TP00862,EGFR;HDAC4,EGFR,HDAC4,Lung Cancer,Lung Cancer,Lung Cancer
TP00863,EGFR;HDAC5,EGFR,HDAC5,Breast Cancer,Breast Cancer,Breast Cancer
TP00863,EGFR;HDAC5,EGFR,HDAC5,Lung Cancer,Lung Cancer,Lung Cancer
TP00864,EGFR;HDAC6,EGFR,HDAC6,Breast Cancer,Breast Cancer,Breast Cancer
TP00864,EGFR;HDAC6,EGFR,HDAC6,Lung Cancer,Lung Cancer,Lung Cancer
TP00865,EGFR;HDAC7,EGFR,HDAC7,Breast Cancer,Breast Cancer,Breast Cancer
TP00865,EGFR;HDAC7,EGFR,HDAC7,Lung Cancer,Lung Cancer,Lung Cancer
TP00866,EGFR;HDAC8,EGFR,HDAC8,Breast Cancer,Breast Cancer,Breast Cancer
TP00866,EGFR;HDAC8,EGFR,HDAC8,Lung Cancer,Lung Cancer,Lung Cancer
TP00867,EGFR;HDAC9,EGFR,HDAC9,Breast Cancer,Breast Cancer,Breast Cancer
TP00867,EGFR;HDAC9,EGFR,HDAC9,Lung Cancer,Lung Cancer,Lung Cancer
TP00868,EGFR;HGF,EGFR,HGF,Lung Cancer,Lung Cancer,Lung Cancer
TP00868,EGFR;HGF,EGFR,HGF,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00870,EGFR;HSP90AA1,EGFR,HSP90AA1,Lung Cancer,Lung Cancer,Lung Cancer
TP00871,EGFR;HSP90AB1,EGFR,HSP90AB1,Lung Cancer,Lung Cancer,Lung Cancer
TP00872,EGFR;IGF1,EGFR,IGF1,Lung Cancer,Lung Cancer,Lung Cancer
TP00873,EGFR;IGF1R,EGFR,IGF1R,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00873,EGFR;IGF1R,EGFR,IGF1R,Lung Cancer,Lung Cancer,Lung Cancer
TP00874,EGFR;IGF2,EGFR,IGF2,Lung Cancer,Lung Cancer,Lung Cancer
TP00875,EGFR;IL15,EGFR,IL15,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00877,EGFR;ITGA5,EGFR,ITGA5,Lung Cancer,Lung Cancer,Lung Cancer
TP00878,EGFR;ITGAV,EGFR,ITGAV,Lung Cancer,Lung Cancer,Lung Cancer
TP00879,EGFR;ITGB3,EGFR,ITGB3,Lung Cancer,Lung Cancer,Lung Cancer
TP00880,EGFR;JAK1,EGFR,JAK1,Lung Cancer,Lung Cancer,Lung Cancer
TP00881,EGFR;JAK2,EGFR,JAK2,Lung Cancer,Lung Cancer,Lung Cancer
TP00882,EGFR;KDR,EGFR,KDR,Lung Cancer,Lung Cancer,Lung Cancer
TP00882,EGFR;KDR,EGFR,KDR,Breast Cancer,Breast Cancer,Breast Cancer
TP00884,EGFR;KRAS,EGFR,KRAS,Lung Cancer,Lung Cancer,Lung Cancer
TP00884,EGFR;KRAS,EGFR,KRAS,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00885,EGFR;LGR5,EGFR,LGR5,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00885,EGFR;LGR5,EGFR,LGR5,Lung Cancer,Lung Cancer,Lung Cancer
TP00886,EGFR;MAP2K1,EGFR,MAP2K1,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00886,EGFR;MAP2K1,EGFR,MAP2K1,Lung Cancer,Lung Cancer,Lung Cancer
TP00887,EGFR;MAP2K2,EGFR,MAP2K2,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00887,EGFR;MAP2K2,EGFR,MAP2K2,Lung Cancer,Lung Cancer,Lung Cancer
TP00888,EGFR;MAPK1,EGFR,MAPK1,Lung Cancer,Lung Cancer,Lung Cancer
TP00889,EGFR;MAPK3,EGFR,MAPK3,Lung Cancer,Lung Cancer,Lung Cancer
TP00890,EGFR;MERTK,EGFR,MERTK,Lung Cancer,Lung Cancer,Lung Cancer
TP00891,EGFR;MET,EGFR,MET,Lung Cancer,Lung Cancer,Lung Cancer
TP00891,EGFR;MET,EGFR,MET,Breast Cancer,Breast Cancer,Breast Cancer
TP00891,EGFR;MET,EGFR,MET,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00891,EGFR;MET,EGFR,MET,Esophageal Cancer,Esophageal Cancer,Esophageal Cancer
TP00891,EGFR;MET,EGFR,MET,Liver Cancer,Liver Cancer,Liver Cancer
TP00892,EGFR;MTOR,EGFR,MTOR,Lung Cancer,Lung Cancer,Lung Cancer
TP00892,EGFR;MTOR,EGFR,MTOR,Breast Cancer,Breast Cancer,Breast Cancer
TP00892,EGFR;MTOR,EGFR,MTOR,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00893,EGFR;MUC1,EGFR,MUC1,Esophageal Cancer,Esophageal Cancer,Esophageal Cancer
TP00893,EGFR;MUC1,EGFR,MUC1,Lung Cancer,Lung Cancer,Lung Cancer
TP00894,EGFR;NT5E,EGFR,NT5E,Lung Cancer,Lung Cancer,Lung Cancer
TP00895,EGFR;PARP1,EGFR,PARP1,Lung Cancer,Lung Cancer,Lung Cancer
TP00895,EGFR;PARP1,EGFR,PARP1,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00896,EGFR;PARP2,EGFR,PARP2,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00896,EGFR;PARP2,EGFR,PARP2,Lung Cancer,Lung Cancer,Lung Cancer
TP00897,EGFR;PDCD1,EGFR,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP00897,EGFR;PDCD1,EGFR,PDCD1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP00898,EGFR;PIK3CA,EGFR,PIK3CA,Lung Cancer,Lung Cancer,Lung Cancer
TP00898,EGFR;PIK3CA,EGFR,PIK3CA,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00899,EGFR;PIK3CB,EGFR,PIK3CB,Lung Cancer,Lung Cancer,Lung Cancer
TP00899,EGFR;PIK3CB,EGFR,PIK3CB,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00900,EGFR;PIK3CD,EGFR,PIK3CD,Lung Cancer,Lung Cancer,Lung Cancer
TP00900,EGFR;PIK3CD,EGFR,PIK3CD,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00901,EGFR;PIK3CG,EGFR,PIK3CG,Lung Cancer,Lung Cancer,Lung Cancer
TP00901,EGFR;PIK3CG,EGFR,PIK3CG,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00902,EGFR;PPARG,EGFR,PPARG,Lung Cancer,Lung Cancer,Lung Cancer
TP00903,EGFR;PRKCB,EGFR,PRKCB,Lung Cancer,Lung Cancer,Lung Cancer
TP00904,EGFR;PTK2,EGFR,PTK2,Lung Cancer,Lung Cancer,Lung Cancer
TP00905,EGFR;PTPN11,EGFR,PTPN11,Lung Cancer,Lung Cancer,Lung Cancer
TP00906,EGFR;RAF1,EGFR,RAF1,Lung Cancer,Lung Cancer,Lung Cancer
TP00907,EGFR;RET,EGFR,RET,Lung Cancer,Lung Cancer,Lung Cancer
TP00908,EGFR;RPS6KB1,EGFR,RPS6KB1,Lung Cancer,Lung Cancer,Lung Cancer
TP00909,EGFR;RXRA,EGFR,RXRA,Lung Cancer,Lung Cancer,Lung Cancer
TP00910,EGFR;RXRB,EGFR,RXRB,Lung Cancer,Lung Cancer,Lung Cancer
TP00911,EGFR;TACSTD2,EGFR,TACSTD2,Lung Cancer,Lung Cancer,Lung Cancer
TP00912,EGFR;TBL1X,EGFR,TBL1X,Lung Cancer,Lung Cancer,Lung Cancer
TP00913,EGFR;TBL1Y,EGFR,TBL1Y,Lung Cancer,Lung Cancer,Lung Cancer
TP00914,EGFR;TGFB1,EGFR,TGFB1,Lung Cancer,Lung Cancer,Lung Cancer
TP00916,EGFR;TLR9,EGFR,TLR9,Lung Cancer,Lung Cancer,Lung Cancer
TP00917,EGFR;TNFRSF10B,EGFR,TNFRSF10B,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00918,EGFR;TNFRSF9,EGFR,TNFRSF9,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00918,EGFR;TNFRSF9,EGFR,TNFRSF9,Lung Cancer,Lung Cancer,Lung Cancer
TP00919,EGFR;VEGFA,EGFR,VEGFA,Breast Cancer,Breast Cancer,Breast Cancer
TP00919,EGFR;VEGFA,EGFR,VEGFA,Lung Cancer,Lung Cancer,Lung Cancer
TP00919,EGFR;VEGFA,EGFR,VEGFA,Liver Cancer,Liver Cancer,Liver Cancer
TP00920,ENG;PDCD1,ENG,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP00924,EP300;PARP1,EP300,PARP1,Lung Cancer,Lung Cancer,Lung Cancer
TP00925,EP300;PARP2,EP300,PARP2,Lung Cancer,Lung Cancer,Lung Cancer
TP00926,EPAS1;KDR,EPAS1,KDR,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP00927,EPHA2;PDCD1,EPHA2,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP00939,ERBB2;ERBB3,ERBB2,ERBB3,Breast Cancer,Breast Cancer,Breast Cancer
TP00939,ERBB2;ERBB3,ERBB2,ERBB3,Lung Cancer,Lung Cancer,Lung Cancer
TP00939,ERBB2;ERBB3,ERBB2,ERBB3,Pancreatic Cancer,Pancreatic Cancer,Pancreatic Cancer
TP00939,ERBB2;ERBB3,ERBB2,ERBB3,Prostate Cancer,Prostate Cancer,Prostate Cancer
TP00939,ERBB2;ERBB3,ERBB2,ERBB3,Esophageal Cancer,Esophageal Cancer,Esophageal Cancer
TP00940,ERBB2;ESR1,ERBB2,ESR1,Breast Cancer,Breast Cancer,Breast Cancer
TP00941,ERBB2;ESR2,ERBB2,ESR2,Breast Cancer,Breast Cancer,Breast Cancer
TP00942,ERBB2;EZH1,ERBB2,EZH1,Breast Cancer,Breast Cancer,Breast Cancer
TP00943,ERBB2;EZH2,ERBB2,EZH2,Breast Cancer,Breast Cancer,Breast Cancer
TP00944,ERBB2;FGFR1,ERBB2,FGFR1,Lung Cancer,Lung Cancer,Lung Cancer
TP00945,ERBB2;FGFR2,ERBB2,FGFR2,Lung Cancer,Lung Cancer,Lung Cancer
TP00946,ERBB2;FGFR3,ERBB2,FGFR3,Lung Cancer,Lung Cancer,Lung Cancer
TP00947,ERBB2;FLT1,ERBB2,FLT1,Breast Cancer,Breast Cancer,Breast Cancer
TP00948,ERBB2;FLT4,ERBB2,FLT4,Breast Cancer,Breast Cancer,Breast Cancer
TP00949,ERBB2;HDAC1,ERBB2,HDAC1,Breast Cancer,Breast Cancer,Breast Cancer
TP00950,ERBB2;HDAC10,ERBB2,HDAC10,Breast Cancer,Breast Cancer,Breast Cancer
TP00951,ERBB2;HDAC11,ERBB2,HDAC11,Breast Cancer,Breast Cancer,Breast Cancer
TP00952,ERBB2;HDAC2,ERBB2,HDAC2,Breast Cancer,Breast Cancer,Breast Cancer
TP00953,ERBB2;HDAC3,ERBB2,HDAC3,Breast Cancer,Breast Cancer,Breast Cancer
TP00954,ERBB2;HDAC4,ERBB2,HDAC4,Breast Cancer,Breast Cancer,Breast Cancer
TP00955,ERBB2;HDAC5,ERBB2,HDAC5,Breast Cancer,Breast Cancer,Breast Cancer
TP00956,ERBB2;HDAC6,ERBB2,HDAC6,Breast Cancer,Breast Cancer,Breast Cancer
TP00957,ERBB2;HDAC7,ERBB2,HDAC7,Breast Cancer,Breast Cancer,Breast Cancer
TP00958,ERBB2;HDAC8,ERBB2,HDAC8,Breast Cancer,Breast Cancer,Breast Cancer
TP00959,ERBB2;HDAC9,ERBB2,HDAC9,Breast Cancer,Breast Cancer,Breast Cancer
TP00960,ERBB2;HSP90AA1,ERBB2,HSP90AA1,Breast Cancer,Breast Cancer,Breast Cancer
TP00961,ERBB2;HSP90AB1,ERBB2,HSP90AB1,Breast Cancer,Breast Cancer,Breast Cancer
TP00962,ERBB2;IGF1,ERBB2,IGF1,Lung Cancer,Lung Cancer,Lung Cancer
TP00963,ERBB2;IGF1R,ERBB2,IGF1R,Breast Cancer,Breast Cancer,Breast Cancer
TP00964,ERBB2;IGF2,ERBB2,IGF2,Lung Cancer,Lung Cancer,Lung Cancer
TP00965,ERBB2;IL2RA,ERBB2,IL2RA,Breast Cancer,Breast Cancer,Breast Cancer
TP00966,ERBB2;IL2RB,ERBB2,IL2RB,Breast Cancer,Breast Cancer,Breast Cancer
TP00967,ERBB2;IL2RG,ERBB2,IL2RG,Breast Cancer,Breast Cancer,Breast Cancer
TP00968,ERBB2;IL6R,ERBB2,IL6R,Breast Cancer,Breast Cancer,Breast Cancer
TP00969,ERBB2;ITGAV,ERBB2,ITGAV,Lung Cancer,Lung Cancer,Lung Cancer
TP00970,ERBB2;ITGB3,ERBB2,ITGB3,Lung Cancer,Lung Cancer,Lung Cancer
TP00971,ERBB2;JAK1,ERBB2,JAK1,Lung Cancer,Lung Cancer,Lung Cancer
TP00971,ERBB2;JAK1,ERBB2,JAK1,Breast Cancer,Breast Cancer,Breast Cancer
TP00972,ERBB2;JAK2,ERBB2,JAK2,Lung Cancer,Lung Cancer,Lung Cancer
TP00972,ERBB2;JAK2,ERBB2,JAK2,Breast Cancer,Breast Cancer,Breast Cancer
TP00973,ERBB2;KDR,ERBB2,KDR,Breast Cancer,Breast Cancer,Breast Cancer
TP00974,ERBB2;KRAS,ERBB2,KRAS,Lung Cancer,Lung Cancer,Lung Cancer
TP00975,ERBB2;MAP2K1,ERBB2,MAP2K1,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00975,ERBB2;MAP2K1,ERBB2,MAP2K1,Lung Cancer,Lung Cancer,Lung Cancer
TP00976,ERBB2;MAP2K2,ERBB2,MAP2K2,Lung Cancer,Lung Cancer,Lung Cancer
TP00976,ERBB2;MAP2K2,ERBB2,MAP2K2,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00977,ERBB2;MET,ERBB2,MET,Breast Cancer,Breast Cancer,Breast Cancer
TP00978,ERBB2;MTOR,ERBB2,MTOR,Lung Cancer,Lung Cancer,Lung Cancer
TP00978,ERBB2;MTOR,ERBB2,MTOR,Breast Cancer,Breast Cancer,Breast Cancer
TP00979,ERBB2;PARP1,ERBB2,PARP1,Breast Cancer,Breast Cancer,Breast Cancer
TP00979,ERBB2;PARP1,ERBB2,PARP1,Lung Cancer,Lung Cancer,Lung Cancer
TP00980,ERBB2;PARP2,ERBB2,PARP2,Breast Cancer,Breast Cancer,Breast Cancer
TP00980,ERBB2;PARP2,ERBB2,PARP2,Lung Cancer,Lung Cancer,Lung Cancer
TP00981,ERBB2;PDCD1,ERBB2,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP00981,ERBB2;PDCD1,ERBB2,PDCD1,Breast Cancer,Breast Cancer,Breast Cancer
TP00981,ERBB2;PDCD1,ERBB2,PDCD1,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP00981,ERBB2;PDCD1,ERBB2,PDCD1,Melanoma,Melanoma,Melanoma
TP00981,ERBB2;PDCD1,ERBB2,PDCD1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP00981,ERBB2;PDCD1,ERBB2,PDCD1,Bladder Cancer,Bladder Cancer,Bladder Cancer
TP00981,ERBB2;PDCD1,ERBB2,PDCD1,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00982,ERBB2;PIK3CA,ERBB2,PIK3CA,Breast Cancer,Breast Cancer,Breast Cancer
TP00982,ERBB2;PIK3CA,ERBB2,PIK3CA,Lung Cancer,Lung Cancer,Lung Cancer
TP00983,ERBB2;PIK3CB,ERBB2,PIK3CB,Lung Cancer,Lung Cancer,Lung Cancer
TP00983,ERBB2;PIK3CB,ERBB2,PIK3CB,Breast Cancer,Breast Cancer,Breast Cancer
TP00984,ERBB2;PIK3CD,ERBB2,PIK3CD,Lung Cancer,Lung Cancer,Lung Cancer
TP00984,ERBB2;PIK3CD,ERBB2,PIK3CD,Breast Cancer,Breast Cancer,Breast Cancer
TP00985,ERBB2;PIK3CG,ERBB2,PIK3CG,Lung Cancer,Lung Cancer,Lung Cancer
TP00985,ERBB2;PIK3CG,ERBB2,PIK3CG,Breast Cancer,Breast Cancer,Breast Cancer
TP00986,ERBB2;SIRPA,ERBB2,SIRPA,Breast Cancer,Breast Cancer,Breast Cancer
TP00987,ERBB2;TLR9,ERBB2,TLR9,Breast Cancer,Breast Cancer,Breast Cancer
TP00988,ERBB2;TNFRSF9,ERBB2,TNFRSF9,Breast Cancer,Breast Cancer,Breast Cancer
TP00988,ERBB2;TNFRSF9,ERBB2,TNFRSF9,Bladder Cancer,Bladder Cancer,Bladder Cancer
TP00989,ERBB2;VEGFA,ERBB2,VEGFA,Breast Cancer,Breast Cancer,Breast Cancer
TP00990,ERBB3;IGF1R,ERBB3,IGF1R,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00990,ERBB3;IGF1R,ERBB3,IGF1R,Liver Cancer,Liver Cancer,Liver Cancer
TP00990,ERBB3;IGF1R,ERBB3,IGF1R,Lung Cancer,Lung Cancer,Lung Cancer
TP00990,ERBB3;IGF1R,ERBB3,IGF1R,Pancreatic Cancer,Pancreatic Cancer,Pancreatic Cancer
TP00991,ERBB3;MAP2K1,ERBB3,MAP2K1,Melanoma,Melanoma,Melanoma
TP00992,ERBB3;MAP2K2,ERBB3,MAP2K2,Melanoma,Melanoma,Melanoma
TP00993,ERBB3;PDCD1,ERBB3,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP00994,ERBB4;IGF1,ERBB4,IGF1,Lung Cancer,Lung Cancer,Lung Cancer
TP00995,ERBB4;IGF2,ERBB4,IGF2,Lung Cancer,Lung Cancer,Lung Cancer
TP00996,ERBB4;ITGAV,ERBB4,ITGAV,Lung Cancer,Lung Cancer,Lung Cancer
TP00997,ERBB4;ITGB3,ERBB4,ITGB3,Lung Cancer,Lung Cancer,Lung Cancer
TP00998,ERBB4;JAK1,ERBB4,JAK1,Lung Cancer,Lung Cancer,Lung Cancer
TP00999,ERBB4;JAK2,ERBB4,JAK2,Lung Cancer,Lung Cancer,Lung Cancer
TP01000,ERBB4;KRAS,ERBB4,KRAS,Lung Cancer,Lung Cancer,Lung Cancer
