tpid,tp_name,genename1,genename2,fd_name,md_name,specific_cancer
TP00572,CD3G;PDCD1,CD3G,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP00572,CD3G;PDCD1,CD3G,PDCD1,Prostate Cancer,Prostate Cancer,Prostate Cancer
TP00572,CD3G;PDCD1,CD3G,PDCD1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP00572,CD3G;PDCD1,CD3G,PDCD1,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00572,CD3G;PDCD1,CD3G,PDCD1,Liver Cancer,Liver Cancer,Liver Cancer
TP00572,CD3G;PDCD1,CD3G,PDCD1,Pancreatic Cancer,Pancreatic Cancer,Pancreatic Cancer
TP00572,CD3G;PDCD1,CD3G,PDCD1,Melanoma,Melanoma,Melanoma
TP00573,CD3G;PMEL,CD3G,PMEL,Melanoma,Melanoma,Melanoma
TP00577,CD3G;SSTR2,CD3G,SSTR2,Lung Cancer,Lung Cancer,Lung Cancer
TP00578,CD3G;STEAP1,CD3G,STEAP1,Prostate Cancer,Prostate Cancer,Prostate Cancer
TP00581,CD3G;TPBG,CD3G,TPBG,Lung Cancer,Lung Cancer,Lung Cancer
TP00582,CD3G;TYRP1,CD3G,TYRP1,Melanoma,Melanoma,Melanoma
TP00583,CD3G;VTCN1,CD3G,VTCN1,Breast Cancer,Breast Cancer,Breast Cancer
TP00583,CD3G;VTCN1,CD3G,VTCN1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP00583,CD3G;VTCN1,CD3G,VTCN1,Lung Cancer,Lung Cancer,Lung Cancer
TP00584,CD40;CSF1R,CD40,CSF1R,Lung Cancer,Lung Cancer,Lung Cancer
TP00587,CD40;FLT3,CD40,FLT3,Lung Cancer,Lung Cancer,Lung Cancer
TP00587,CD40;FLT3,CD40,FLT3,Pancreatic Cancer,Pancreatic Cancer,Pancreatic Cancer
TP00589,CD40;PDCD1,CD40,PDCD1,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00589,CD40;PDCD1,CD40,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP00589,CD40;PDCD1,CD40,PDCD1,Melanoma,Melanoma,Melanoma
TP00589,CD40;PDCD1,CD40,PDCD1,Pancreatic Cancer,Pancreatic Cancer,Pancreatic Cancer
TP00590,CD40;TNFRSF9,CD40,TNFRSF9,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00590,CD40;TNFRSF9,CD40,TNFRSF9,Lung Cancer,Lung Cancer,Lung Cancer
TP00590,CD40;TNFRSF9,CD40,TNFRSF9,Melanoma,Melanoma,Melanoma
TP00590,CD40;TNFRSF9,CD40,TNFRSF9,Pancreatic Cancer,Pancreatic Cancer,Pancreatic Cancer
TP00591,CD40;TNFSF4,CD40,TNFSF4,Breast Cancer,Breast Cancer,Breast Cancer
TP00591,CD40;TNFSF4,CD40,TNFSF4,Lung Cancer,Lung Cancer,Lung Cancer
TP00593,CD47;CLDN18,CD47,CLDN18,Pancreatic Cancer,Pancreatic Cancer,Pancreatic Cancer
TP00594,CD47;DLL3,CD47,DLL3,Lung Cancer,Lung Cancer,Lung Cancer
TP00595,CD47;EGFR,CD47,EGFR,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00596,CD47;ERBB2,CD47,ERBB2,Liver Cancer,Liver Cancer,Liver Cancer
TP00596,CD47;ERBB2,CD47,ERBB2,Lung Cancer,Lung Cancer,Lung Cancer
TP00598,CD47;MSLN,CD47,MSLN,Breast Cancer,Breast Cancer,Breast Cancer
TP00598,CD47;MSLN,CD47,MSLN,Lung Cancer,Lung Cancer,Lung Cancer
TP00598,CD47;MSLN,CD47,MSLN,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP00599,CD47;NECTIN4,CD47,NECTIN4,Bladder Cancer,Bladder Cancer,Bladder Cancer
TP00600,CD47;PDCD1,CD47,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP00600,CD47;PDCD1,CD47,PDCD1,Breast Cancer,Breast Cancer,Breast Cancer
TP00601,CD47;TNFRSF9,CD47,TNFRSF9,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00601,CD47;TNFRSF9,CD47,TNFRSF9,Lung Cancer,Lung Cancer,Lung Cancer
TP00603,CD70;MTOR,CD70,MTOR,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP00607,CD80;IL2RA,CD80,IL2RA,Bladder Cancer,Bladder Cancer,Bladder Cancer
TP00607,CD80;IL2RA,CD80,IL2RA,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP00607,CD80;IL2RA,CD80,IL2RA,Lung Cancer,Lung Cancer,Lung Cancer
TP00607,CD80;IL2RA,CD80,IL2RA,Melanoma,Melanoma,Melanoma
TP00609,CD80;KDR,CD80,KDR,Bladder Cancer,Bladder Cancer,Bladder Cancer
TP00609,CD80;KDR,CD80,KDR,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP00609,CD80;KDR,CD80,KDR,Lung Cancer,Lung Cancer,Lung Cancer
TP00609,CD80;KDR,CD80,KDR,Melanoma,Melanoma,Melanoma
TP00610,CD80;PDCD1,CD80,PDCD1,Bladder Cancer,Bladder Cancer,Bladder Cancer
TP00610,CD80;PDCD1,CD80,PDCD1,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP00610,CD80;PDCD1,CD80,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP00610,CD80;PDCD1,CD80,PDCD1,Melanoma,Melanoma,Melanoma
TP00613,CD8B;IL2RA,CD8B,IL2RA,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP00613,CD8B;IL2RA,CD8B,IL2RA,Lung Cancer,Lung Cancer,Lung Cancer
TP00613,CD8B;IL2RA,CD8B,IL2RA,Melanoma,Melanoma,Melanoma
TP00614,CD8B;IL2RB,CD8B,IL2RB,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP00614,CD8B;IL2RB,CD8B,IL2RB,Lung Cancer,Lung Cancer,Lung Cancer
TP00614,CD8B;IL2RB,CD8B,IL2RB,Melanoma,Melanoma,Melanoma
TP00615,CD8B;IL2RG,CD8B,IL2RG,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP00615,CD8B;IL2RG,CD8B,IL2RG,Lung Cancer,Lung Cancer,Lung Cancer
TP00615,CD8B;IL2RG,CD8B,IL2RG,Melanoma,Melanoma,Melanoma
TP00616,CD8B;PDCD1,CD8B,PDCD1,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP00616,CD8B;PDCD1,CD8B,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP00616,CD8B;PDCD1,CD8B,PDCD1,Melanoma,Melanoma,Melanoma
TP00618,CDH17;TNFRSF10B,CDH17,TNFRSF10B,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00618,CDH17;TNFRSF10B,CDH17,TNFRSF10B,Liver Cancer,Liver Cancer,Liver Cancer
TP00618,CDH17;TNFRSF10B,CDH17,TNFRSF10B,Pancreatic Cancer,Pancreatic Cancer,Pancreatic Cancer
TP00620,CDK1;PDCD1,CDK1,PDCD1,Breast Cancer,Breast Cancer,Breast Cancer
TP00621,CDK2;ESR1,CDK2,ESR1,Breast Cancer,Breast Cancer,Breast Cancer
TP00621,CDK2;ESR1,CDK2,ESR1,Lung Cancer,Lung Cancer,Lung Cancer
TP00622,CDK2;ESR2,CDK2,ESR2,Lung Cancer,Lung Cancer,Lung Cancer
TP00622,CDK2;ESR2,CDK2,ESR2,Breast Cancer,Breast Cancer,Breast Cancer
TP00624,CDK2;PDCD1,CDK2,PDCD1,Breast Cancer,Breast Cancer,Breast Cancer
TP00625,CDK4;CYP19A1,CDK4,CYP19A1,Breast Cancer,Breast Cancer,Breast Cancer
TP00625,CDK4;CYP19A1,CDK4,CYP19A1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP00626,CDK4;EGFR,CDK4,EGFR,Esophageal Cancer,Esophageal Cancer,Esophageal Cancer
TP00626,CDK4;EGFR,CDK4,EGFR,Lung Cancer,Lung Cancer,Lung Cancer
TP00627,CDK4;EPAS1,CDK4,EPAS1,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP00628,CDK4;ERBB2,CDK4,ERBB2,Esophageal Cancer,Esophageal Cancer,Esophageal Cancer
TP00628,CDK4;ERBB2,CDK4,ERBB2,Breast Cancer,Breast Cancer,Breast Cancer
TP00628,CDK4;ERBB2,CDK4,ERBB2,Lung Cancer,Lung Cancer,Lung Cancer
TP00629,CDK4;ERBB4,CDK4,ERBB4,Esophageal Cancer,Esophageal Cancer,Esophageal Cancer
TP00630,CDK4;ESR1,CDK4,ESR1,Breast Cancer,Breast Cancer,Breast Cancer
TP00630,CDK4;ESR1,CDK4,ESR1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP00630,CDK4;ESR1,CDK4,ESR1,Lung Cancer,Lung Cancer,Lung Cancer
TP00631,CDK4;ESR2,CDK4,ESR2,Breast Cancer,Breast Cancer,Breast Cancer
TP00631,CDK4;ESR2,CDK4,ESR2,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP00631,CDK4;ESR2,CDK4,ESR2,Lung Cancer,Lung Cancer,Lung Cancer
TP00632,CDK4;IGF1,CDK4,IGF1,Breast Cancer,Breast Cancer,Breast Cancer
TP00632,CDK4;IGF1,CDK4,IGF1,Lung Cancer,Lung Cancer,Lung Cancer
TP00633,CDK4;IGF2,CDK4,IGF2,Breast Cancer,Breast Cancer,Breast Cancer
TP00633,CDK4;IGF2,CDK4,IGF2,Lung Cancer,Lung Cancer,Lung Cancer
TP00634,CDK4;KDR,CDK4,KDR,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00634,CDK4;KDR,CDK4,KDR,Lung Cancer,Lung Cancer,Lung Cancer
TP00635,CDK4;KRAS,CDK4,KRAS,Lung Cancer,Lung Cancer,Lung Cancer
TP00636,CDK4;MAP2K1,CDK4,MAP2K1,Lung Cancer,Lung Cancer,Lung Cancer
TP00636,CDK4;MAP2K1,CDK4,MAP2K1,Melanoma,Melanoma,Melanoma
TP00637,CDK4;MAP2K2,CDK4,MAP2K2,Lung Cancer,Lung Cancer,Lung Cancer
TP00637,CDK4;MAP2K2,CDK4,MAP2K2,Melanoma,Melanoma,Melanoma
TP00638,CDK4;MAPK1,CDK4,MAPK1,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00638,CDK4;MAPK1,CDK4,MAPK1,Lung Cancer,Lung Cancer,Lung Cancer
TP00638,CDK4;MAPK1,CDK4,MAPK1,Melanoma,Melanoma,Melanoma
TP00638,CDK4;MAPK1,CDK4,MAPK1,Pancreatic Cancer,Pancreatic Cancer,Pancreatic Cancer
TP00639,CDK4;MAPK3,CDK4,MAPK3,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00639,CDK4;MAPK3,CDK4,MAPK3,Lung Cancer,Lung Cancer,Lung Cancer
TP00639,CDK4;MAPK3,CDK4,MAPK3,Melanoma,Melanoma,Melanoma
TP00639,CDK4;MAPK3,CDK4,MAPK3,Pancreatic Cancer,Pancreatic Cancer,Pancreatic Cancer
TP00641,CDK4;MTOR,CDK4,MTOR,Lung Cancer,Lung Cancer,Lung Cancer
TP00641,CDK4;MTOR,CDK4,MTOR,Pancreatic Cancer,Pancreatic Cancer,Pancreatic Cancer
TP00642,CDK4;NOTCH1,CDK4,NOTCH1,Breast Cancer,Breast Cancer,Breast Cancer
TP00642,CDK4;NOTCH1,CDK4,NOTCH1,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00642,CDK4;NOTCH1,CDK4,NOTCH1,Liver Cancer,Liver Cancer,Liver Cancer
TP00643,CDK4;PDCD1,CDK4,PDCD1,Breast Cancer,Breast Cancer,Breast Cancer
TP00643,CDK4;PDCD1,CDK4,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP00643,CDK4;PDCD1,CDK4,PDCD1,Melanoma,Melanoma,Melanoma
TP00644,CDK4;PIK3CA,CDK4,PIK3CA,Lung Cancer,Lung Cancer,Lung Cancer
TP00644,CDK4;PIK3CA,CDK4,PIK3CA,Pancreatic Cancer,Pancreatic Cancer,Pancreatic Cancer
TP00644,CDK4;PIK3CA,CDK4,PIK3CA,Breast Cancer,Breast Cancer,Breast Cancer
TP00645,CDK4;PTPN11,CDK4,PTPN11,Lung Cancer,Lung Cancer,Lung Cancer
TP00646,CDK4;RAF1,CDK4,RAF1,Lung Cancer,Lung Cancer,Lung Cancer
TP00646,CDK4;RAF1,CDK4,RAF1,Melanoma,Melanoma,Melanoma
TP00649,CDK5;PDCD1,CDK5,PDCD1,Breast Cancer,Breast Cancer,Breast Cancer
TP00650,CDK6;CYP19A1,CDK6,CYP19A1,Breast Cancer,Breast Cancer,Breast Cancer
TP00650,CDK6;CYP19A1,CDK6,CYP19A1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP00651,CDK6;EGFR,CDK6,EGFR,Lung Cancer,Lung Cancer,Lung Cancer
TP00651,CDK6;EGFR,CDK6,EGFR,Esophageal Cancer,Esophageal Cancer,Esophageal Cancer
TP00652,CDK6;EPAS1,CDK6,EPAS1,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP00653,CDK6;ERBB2,CDK6,ERBB2,Esophageal Cancer,Esophageal Cancer,Esophageal Cancer
TP00653,CDK6;ERBB2,CDK6,ERBB2,Breast Cancer,Breast Cancer,Breast Cancer
TP00653,CDK6;ERBB2,CDK6,ERBB2,Lung Cancer,Lung Cancer,Lung Cancer
TP00654,CDK6;ERBB4,CDK6,ERBB4,Esophageal Cancer,Esophageal Cancer,Esophageal Cancer
TP00655,CDK6;ESR1,CDK6,ESR1,Breast Cancer,Breast Cancer,Breast Cancer
TP00655,CDK6;ESR1,CDK6,ESR1,Lung Cancer,Lung Cancer,Lung Cancer
TP00655,CDK6;ESR1,CDK6,ESR1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP00656,CDK6;ESR2,CDK6,ESR2,Lung Cancer,Lung Cancer,Lung Cancer
TP00656,CDK6;ESR2,CDK6,ESR2,Breast Cancer,Breast Cancer,Breast Cancer
TP00656,CDK6;ESR2,CDK6,ESR2,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP00657,CDK6;IGF1,CDK6,IGF1,Breast Cancer,Breast Cancer,Breast Cancer
TP00657,CDK6;IGF1,CDK6,IGF1,Lung Cancer,Lung Cancer,Lung Cancer
TP00658,CDK6;IGF2,CDK6,IGF2,Breast Cancer,Breast Cancer,Breast Cancer
TP00658,CDK6;IGF2,CDK6,IGF2,Lung Cancer,Lung Cancer,Lung Cancer
TP00659,CDK6;KDR,CDK6,KDR,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00659,CDK6;KDR,CDK6,KDR,Lung Cancer,Lung Cancer,Lung Cancer
TP00660,CDK6;KRAS,CDK6,KRAS,Lung Cancer,Lung Cancer,Lung Cancer
TP00661,CDK6;MAP2K1,CDK6,MAP2K1,Lung Cancer,Lung Cancer,Lung Cancer
TP00661,CDK6;MAP2K1,CDK6,MAP2K1,Melanoma,Melanoma,Melanoma
TP00662,CDK6;MAP2K2,CDK6,MAP2K2,Lung Cancer,Lung Cancer,Lung Cancer
TP00662,CDK6;MAP2K2,CDK6,MAP2K2,Melanoma,Melanoma,Melanoma
TP00663,CDK6;MAPK1,CDK6,MAPK1,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00663,CDK6;MAPK1,CDK6,MAPK1,Lung Cancer,Lung Cancer,Lung Cancer
TP00663,CDK6;MAPK1,CDK6,MAPK1,Melanoma,Melanoma,Melanoma
TP00663,CDK6;MAPK1,CDK6,MAPK1,Pancreatic Cancer,Pancreatic Cancer,Pancreatic Cancer
TP00664,CDK6;MAPK3,CDK6,MAPK3,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00664,CDK6;MAPK3,CDK6,MAPK3,Lung Cancer,Lung Cancer,Lung Cancer
TP00664,CDK6;MAPK3,CDK6,MAPK3,Melanoma,Melanoma,Melanoma
TP00664,CDK6;MAPK3,CDK6,MAPK3,Pancreatic Cancer,Pancreatic Cancer,Pancreatic Cancer
TP00666,CDK6;MTOR,CDK6,MTOR,Lung Cancer,Lung Cancer,Lung Cancer
TP00666,CDK6;MTOR,CDK6,MTOR,Pancreatic Cancer,Pancreatic Cancer,Pancreatic Cancer
TP00667,CDK6;NOTCH1,CDK6,NOTCH1,Breast Cancer,Breast Cancer,Breast Cancer
TP00667,CDK6;NOTCH1,CDK6,NOTCH1,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00667,CDK6;NOTCH1,CDK6,NOTCH1,Liver Cancer,Liver Cancer,Liver Cancer
TP00668,CDK6;PDCD1,CDK6,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP00668,CDK6;PDCD1,CDK6,PDCD1,Breast Cancer,Breast Cancer,Breast Cancer
TP00668,CDK6;PDCD1,CDK6,PDCD1,Melanoma,Melanoma,Melanoma
TP00669,CDK6;PIK3CA,CDK6,PIK3CA,Lung Cancer,Lung Cancer,Lung Cancer
TP00669,CDK6;PIK3CA,CDK6,PIK3CA,Pancreatic Cancer,Pancreatic Cancer,Pancreatic Cancer
TP00669,CDK6;PIK3CA,CDK6,PIK3CA,Breast Cancer,Breast Cancer,Breast Cancer
TP00670,CDK6;PTPN11,CDK6,PTPN11,Lung Cancer,Lung Cancer,Lung Cancer
TP00671,CDK6;RAF1,CDK6,RAF1,Lung Cancer,Lung Cancer,Lung Cancer
TP00671,CDK6;RAF1,CDK6,RAF1,Melanoma,Melanoma,Melanoma
TP00673,CDK7;ESR1,CDK7,ESR1,Breast Cancer,Breast Cancer,Breast Cancer
TP00674,CDK7;ESR2,CDK7,ESR2,Breast Cancer,Breast Cancer,Breast Cancer
TP00676,CDK9;PDCD1,CDK9,PDCD1,Breast Cancer,Breast Cancer,Breast Cancer
TP00677,CEACAM1;PDCD1,CEACAM1,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP00679,CEACAM5;KDR,CEACAM5,KDR,Lung Cancer,Lung Cancer,Lung Cancer
TP00680,CEACAM5;PDCD1,CEACAM5,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP00683,CEACAM6;PDCD1,CEACAM6,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP00685,CFH;PDCD1,CFH,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP00687,CHEK1;MAPK11,CHEK1,MAPK11,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00687,CHEK1;MAPK11,CHEK1,MAPK11,Lung Cancer,Lung Cancer,Lung Cancer
TP00688,CHEK1;MAPK14,CHEK1,MAPK14,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00688,CHEK1;MAPK14,CHEK1,MAPK14,Lung Cancer,Lung Cancer,Lung Cancer
TP00689,CHEK1;MTOR,CHEK1,MTOR,Breast Cancer,Breast Cancer,Breast Cancer
TP00689,CHEK1;MTOR,CHEK1,MTOR,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00692,CHEK1;PIK3CA,CHEK1,PIK3CA,Breast Cancer,Breast Cancer,Breast Cancer
TP00692,CHEK1;PIK3CA,CHEK1,PIK3CA,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00693,CLDN18;PDCD1,CLDN18,PDCD1,Pancreatic Cancer,Pancreatic Cancer,Pancreatic Cancer
TP00694,CLDN18;TNFRSF9,CLDN18,TNFRSF9,Esophageal Cancer,Esophageal Cancer,Esophageal Cancer
TP00695,CLDN6;CLDN9,CLDN6,CLDN9,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP00696,CLDN6;PDCD1,CLDN6,PDCD1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP00697,CLDN9;PDCD1,CLDN9,PDCD1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP00698,CLEC6A;PDCD1,CLEC6A,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP00700,CRBN;EGFR,CRBN,EGFR,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00722,CRBN;MTOR,CRBN,MTOR,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP00723,CRBN;PDCD1,CRBN,PDCD1,Liver Cancer,Liver Cancer,Liver Cancer
TP00723,CRBN;PDCD1,CRBN,PDCD1,Melanoma,Melanoma,Melanoma
TP00734,CREBBP;PARP1,CREBBP,PARP1,Lung Cancer,Lung Cancer,Lung Cancer
TP00735,CREBBP;PARP2,CREBBP,PARP2,Lung Cancer,Lung Cancer,Lung Cancer
TP00736,CSF1;PDCD1,CSF1,PDCD1,Breast Cancer,Breast Cancer,Breast Cancer
TP00736,CSF1;PDCD1,CSF1,PDCD1,Melanoma,Melanoma,Melanoma
TP00736,CSF1;PDCD1,CSF1,PDCD1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP00736,CSF1;PDCD1,CSF1,PDCD1,Pancreatic Cancer,Pancreatic Cancer,Pancreatic Cancer
TP00741,CSF1R;PDCD1,CSF1R,PDCD1,Esophageal Cancer,Esophageal Cancer,Esophageal Cancer
TP00741,CSF1R;PDCD1,CSF1R,PDCD1,Liver Cancer,Liver Cancer,Liver Cancer
TP00741,CSF1R;PDCD1,CSF1R,PDCD1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP00741,CSF1R;PDCD1,CSF1R,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP00745,CTLA4;EGFR,CTLA4,EGFR,Lung Cancer,Lung Cancer,Lung Cancer
TP00746,CTLA4;ERBB2,CTLA4,ERBB2,Lung Cancer,Lung Cancer,Lung Cancer
TP00747,CTLA4;ERBB3,CTLA4,ERBB3,Lung Cancer,Lung Cancer,Lung Cancer
TP00748,CTLA4;FLT1,CTLA4,FLT1,Melanoma,Melanoma,Melanoma
TP00748,CTLA4;FLT1,CTLA4,FLT1,Lung Cancer,Lung Cancer,Lung Cancer
TP00749,CTLA4;FLT4,CTLA4,FLT4,Melanoma,Melanoma,Melanoma
TP00749,CTLA4;FLT4,CTLA4,FLT4,Lung Cancer,Lung Cancer,Lung Cancer
TP00750,CTLA4;HDAC1,CTLA4,HDAC1,Melanoma,Melanoma,Melanoma
TP00751,CTLA4;HDAC10,CTLA4,HDAC10,Melanoma,Melanoma,Melanoma
TP00752,CTLA4;HDAC11,CTLA4,HDAC11,Melanoma,Melanoma,Melanoma
TP00753,CTLA4;HDAC2,CTLA4,HDAC2,Melanoma,Melanoma,Melanoma
TP00754,CTLA4;HDAC3,CTLA4,HDAC3,Melanoma,Melanoma,Melanoma
TP00755,CTLA4;HDAC4,CTLA4,HDAC4,Melanoma,Melanoma,Melanoma
TP00756,CTLA4;HDAC5,CTLA4,HDAC5,Melanoma,Melanoma,Melanoma
TP00757,CTLA4;HDAC6,CTLA4,HDAC6,Melanoma,Melanoma,Melanoma
TP00758,CTLA4;HDAC7,CTLA4,HDAC7,Melanoma,Melanoma,Melanoma
TP00759,CTLA4;HDAC8,CTLA4,HDAC8,Melanoma,Melanoma,Melanoma
TP00760,CTLA4;HDAC9,CTLA4,HDAC9,Melanoma,Melanoma,Melanoma
TP00761,CTLA4;ICOS,CTLA4,ICOS,Lung Cancer,Lung Cancer,Lung Cancer
TP00761,CTLA4;ICOS,CTLA4,ICOS,Melanoma,Melanoma,Melanoma
TP00762,CTLA4;IDO1,CTLA4,IDO1,Melanoma,Melanoma,Melanoma
TP00763,CTLA4;IDO2,CTLA4,IDO2,Melanoma,Melanoma,Melanoma
TP00764,CTLA4;IL15,CTLA4,IL15,Breast Cancer,Breast Cancer,Breast Cancer
TP00764,CTLA4;IL15,CTLA4,IL15,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00764,CTLA4;IL15,CTLA4,IL15,Melanoma,Melanoma,Melanoma
TP00765,CTLA4;IL2RA,CTLA4,IL2RA,Melanoma,Melanoma,Melanoma
TP00766,CTLA4;IL2RB,CTLA4,IL2RB,Lung Cancer,Lung Cancer,Lung Cancer
TP00766,CTLA4;IL2RB,CTLA4,IL2RB,Melanoma,Melanoma,Melanoma
TP00767,CTLA4;IL2RG,CTLA4,IL2RG,Melanoma,Melanoma,Melanoma
TP00768,CTLA4;KDR,CTLA4,KDR,Lung Cancer,Lung Cancer,Lung Cancer
TP00768,CTLA4;KDR,CTLA4,KDR,Liver Cancer,Liver Cancer,Liver Cancer
TP00768,CTLA4;KDR,CTLA4,KDR,Melanoma,Melanoma,Melanoma
TP00769,CTLA4;LAG3,CTLA4,LAG3,Melanoma,Melanoma,Melanoma
TP00769,CTLA4;LAG3,CTLA4,LAG3,Lung Cancer,Lung Cancer,Lung Cancer
TP00770,CTLA4;MET,CTLA4,MET,Lung Cancer,Lung Cancer,Lung Cancer
TP00771,CTLA4;NR1H2,CTLA4,NR1H2,Lung Cancer,Lung Cancer,Lung Cancer
TP00772,CTLA4;NT5E,CTLA4,NT5E,Lung Cancer,Lung Cancer,Lung Cancer
TP00773,CTLA4;PARP1,CTLA4,PARP1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP00774,CTLA4;PARP2,CTLA4,PARP2,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP00775,CTLA4;PDCD1,CTLA4,PDCD1,Lung Cancer,Lung Cancer,Lung Cancer
TP00775,CTLA4;PDCD1,CTLA4,PDCD1,Melanoma,Melanoma,Melanoma
TP00775,CTLA4;PDCD1,CTLA4,PDCD1,Liver Cancer,Liver Cancer,Liver Cancer
TP00775,CTLA4;PDCD1,CTLA4,PDCD1,Bladder Cancer,Bladder Cancer,Bladder Cancer
TP00775,CTLA4;PDCD1,CTLA4,PDCD1,Breast Cancer,Breast Cancer,Breast Cancer
TP00775,CTLA4;PDCD1,CTLA4,PDCD1,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
TP00775,CTLA4;PDCD1,CTLA4,PDCD1,Esophageal Cancer,Esophageal Cancer,Esophageal Cancer
TP00775,CTLA4;PDCD1,CTLA4,PDCD1,Kidney Cancer,Kidney Cancer,Kidney Cancer
TP00775,CTLA4;PDCD1,CTLA4,PDCD1,Ovarian Cancer,Ovarian Cancer,Ovarian Cancer
TP00775,CTLA4;PDCD1,CTLA4,PDCD1,Pancreatic Cancer,Pancreatic Cancer,Pancreatic Cancer
TP00775,CTLA4;PDCD1,CTLA4,PDCD1,Prostate Cancer,Prostate Cancer,Prostate Cancer
TP00776,CTLA4;PDGFRB,CTLA4,PDGFRB,Melanoma,Melanoma,Melanoma
TP00776,CTLA4;PDGFRB,CTLA4,PDGFRB,Lung Cancer,Lung Cancer,Lung Cancer
TP00777,CTLA4;PMEL,CTLA4,PMEL,Melanoma,Melanoma,Melanoma
TP00778,CTLA4;RARA,CTLA4,RARA,Melanoma,Melanoma,Melanoma
TP00779,CTLA4;RARB,CTLA4,RARB,Melanoma,Melanoma,Melanoma
TP00780,CTLA4;RARG,CTLA4,RARG,Melanoma,Melanoma,Melanoma
TP00782,CTLA4;TACSTD2,CTLA4,TACSTD2,Lung Cancer,Lung Cancer,Lung Cancer
TP00783,CTLA4;TIGIT,CTLA4,TIGIT,Lung Cancer,Lung Cancer,Lung Cancer
TP00785,CTLA4;TLR9,CTLA4,TLR9,Melanoma,Melanoma,Melanoma
TP00789,CTLA4;TNFSF4,CTLA4,TNFSF4,Lung Cancer,Lung Cancer,Lung Cancer
TP00791,CXCR1;KRAS,CXCR1,KRAS,Lung Cancer,Lung Cancer,Lung Cancer
TP00792,CXCR1;PDCD1,CXCR1,PDCD1,Colorectal Cancer,Colorectal Cancer,Colorectal Cancer
